Institution Name Primary,Identification Number Primary,Type,Event Date,Event Type,Institution Name (Secondary),Identification Number (Secondary)
"Stewart National Bank of Livonia, The",8500084,Former Bank/Trust Company,19870401,Merge To Federal,"Norstar Bank, N.A.",170048
"Stewart National Bank of Livonia, The",8500084,Former Bank/Trust Company,19851201,Name Change To,Norstar Bank (Rochester),
"Stewart National Bank of Livonia, The",8500084,Former Bank/Trust Company,19841201,Name Change To,Security Norstar Bank,
"Stewart National Bank of Livonia, The",8500084,Former Bank/Trust Company,19840401,Name Change To,Security Trust Company,
"Stewart National Bank of Livonia, The",8500084,Former Bank/Trust Company,19560401,Merge To State,Security Trust Company of Rochester,8000254
"Stewart National Bank of Livonia, The",8500084,Former Bank/Trust Company,19291123,Acquire By Merger,Livonia State Bank,8000462
"Stewart National Bank of Livonia, The",8500084,Former Bank/Trust Company,19260000,Established,"Stewart National Bank of Livonia, The",
"St. George Building, Savings & Loan Association",8200290,Former Savings and Loan,19361105,Convert Federal,Tompkinsville Federal Savings & Loan Assoc,
"St. George Building, Savings & Loan Association",8200290,Former Savings and Loan,19360915,Merge To State,Tompkinsville Co-Operative Savings & Loan Assoc,8200269
"St. George Building, Savings & Loan Association",8200290,Former Savings and Loan,19210420,NYS Chartered,"St. George Building, Savings & Loan Association",
St. John's Savings Bank of Fordham,8100125,Former Savings Bank,18770101,Closed,,
St. John's Savings Bank of Fordham,8100125,Former Savings Bank,18740000,Established,St. John's Savings Bank of Fordham,
St. Johnsville Savings & Loan Association,8200341,Former Savings and Loan,19450000,Liquidated,,
St. Johnsville Savings & Loan Association,8200341,Former Savings and Loan,19240509,NYS Chartered,St. Johnsville Savings & Loan Association,
St. Lawrence County Bank,8500032,Former Bank/Trust Company,19740501,Acquire By Merger,Lewis County Trust Company,8000150
St. Lawrence County Bank,8500032,Former Bank/Trust Company,19720317,Acquire By Merger,Bank of Gouverneur,8000111
St. Lawrence County Bank,8500032,Former Bank/Trust Company,19710910,Acquire By Merger,"United Bank, Star Lake",8000099
St. Lawrence County Bank,8500032,Former Bank/Trust Company,19620601,Name Change To,St. Lawrence County National Bank,
St. Lawrence County Bank,8500032,Former Bank/Trust Company,19610301,Acquire By Merger,Madrid Bank,8000154
St. Lawrence County Bank,8500032,Former Bank/Trust Company,19580901,Acquire By Merger,State Bank of Norwood,8000179
St. Lawrence County Bank,8500032,Former Bank/Trust Company,19070000,Convert Federal,St. Lawrence County National Bank of Canton,
St. Lawrence County Bank,8500032,Former Bank/Trust Company,18810000,Established,St. Lawrence County Bank,
St. Lawrence County National Bank of Canton,8500032,Former Bank/Trust Company,19740501,Acquire By Merger,Lewis County Trust Company,8000150
St. Lawrence County National Bank of Canton,8500032,Former Bank/Trust Company,19720317,Acquire By Merger,Bank of Gouverneur,8000111
St. Lawrence County National Bank of Canton,8500032,Former Bank/Trust Company,19710910,Acquire By Merger,"United Bank, Star Lake",8000099
St. Lawrence County National Bank of Canton,8500032,Former Bank/Trust Company,19620601,Name Change To,St. Lawrence County National Bank,
St. Lawrence County National Bank of Canton,8500032,Former Bank/Trust Company,19610301,Acquire By Merger,Madrid Bank,8000154
St. Lawrence County National Bank of Canton,8500032,Former Bank/Trust Company,19580901,Acquire By Merger,State Bank of Norwood,8000179
St. Lawrence County National Bank of Canton,8500032,Former Bank/Trust Company,19070000,Convert Federal,St. Lawrence County National Bank of Canton,
St. Lawrence County National Bank of Canton,8500032,Former Bank/Trust Company,18810000,Established,St. Lawrence County Bank,
"St. Lawrence County Savings Bank, The",214005,Savings Banks,19990630,Acquire By Merger,Canton FS & LA,5800078
"St. Lawrence County Savings Bank, The",214005,Savings Banks,19721001,Acquire By Merger,Potsdam Savings and Loan Association,190
"St. Lawrence County Savings Bank, The",214005,Savings Banks,19721001,Name Change To,"North Country Savings Bank, The",
"St. Lawrence County Savings Bank, The",214005,Savings Banks,19090309,NYS Chartered,"St. Lawrence County Savings Bank, The",
St. Michael's Parish Credit Union,8300206,Former Credit Union,19510614,Liquidated,,
St. Michael's Parish Credit Union,8300206,Former Credit Union,19420728,NYS Chartered,St. Michael's Parish Credit Union,
Straus National Bank & Trust Company of New York,8000361,Former Bank/Trust Company,20041113,Convert Federal,"JPMorgan Chase Bank, National Association",
Straus National Bank & Trust Company of New York,8000361,Former Bank/Trust Company,19960714,Name Change To,"Chase Manhattan Bank, The",
Straus National Bank & Trust Company of New York,8000361,Former Bank/Trust Company,19690217,Name Change To,Chemical Bank,
Straus National Bank & Trust Company of New York,8000361,Former Bank/Trust Company,19590901,Name Change To,Chemical Bank New York Trust Company,
Straus National Bank & Trust Company of New York,8000361,Former Bank/Trust Company,19541015,Name Change To,Chemical Corn Exchange Bank,
Straus National Bank & Trust Company of New York,8000361,Former Bank/Trust Company,19480401,Merge To State,Chemical Bank and Trust Company,103011
Straus National Bank & Trust Company of New York,8000361,Former Bank/Trust Company,19310901,Merge To State,Continental Bank & Trust Company of New York,8000016
Straus National Bank & Trust Company of New York,8000361,Former Bank/Trust Company,19280000,Established,Straus National Bank & Trust Company of New York,
Students Credit Union,8300346,Former Credit Union,19220131,Closed,,
Students Credit Union,8300346,Former Credit Union,19220126,NYS Chartered,Students Credit Union,
Stuyvesant Credit Union,8300355,Former Credit Union,19390000,Liquidated,,
Stuyvesant Credit Union,8300355,Former Credit Union,19240402,NYS Chartered,Stuyvesant Credit Union,
Stuyvesant Falls Building and Loan Association,8200106,Former Savings and Loan,19950201,Convert Federal,"Trustco Bank, N.A.",
Stuyvesant Falls Building and Loan Association,8200106,Former Savings and Loan,19910930,Merge To State,Trustco Bank New York,120009
Stuyvesant Falls Building and Loan Association,8200106,Former Savings and Loan,19811031,Merge To State,City and County Savings Bank,208007
Stuyvesant Falls Building and Loan Association,8200106,Former Savings and Loan,19811031,Name Change To,Home and City Savings Bank,
Stuyvesant Falls Building and Loan Association,8200106,Former Savings and Loan,19740701,Merge To State,Home Savings Bank of Upstate New York,180
Stuyvesant Falls Building and Loan Association,8200106,Former Savings and Loan,19690829,Merge To State,Hudson Savings & Loan Association,8200069
Stuyvesant Falls Building and Loan Association,8200106,Former Savings and Loan,18810101,NYS Chartered,Stuyvesant Falls Building and Loan Association,
Sudwestdeutsche Landesbank Girozentral -For Bran,519023,Foreign Branches,19990101,Name Change To,Landesbank Baden - Wurttemberg,
Sudwestdeutsche Landesbank Girozentral -For Bran,519023,Foreign Branches,19981201,Rep Off-Branch,,
Sudwestdeutsche Landesbank Girozentral -For Bran,519023,Foreign Branches,19940726,Licensed,Sudwestdeutsche Landesbank Girozentrale,
Suffern National Bank and Trust Company,8500126,Former Bank/Trust Company,19891006,Name Change To,"Bank of New York, The",
Suffern National Bank and Trust Company,8500126,Former Bank/Trust Company,19891006,Merge To State,Irving Trust Company,102015
Suffern National Bank and Trust Company,8500126,Former Bank/Trust Company,19800911,Merge To State,"Bank of New York, The (9/1922-10/1989)",8000241
Suffern National Bank and Trust Company,8500126,Former Bank/Trust Company,19700201,Merge To Federal,County National Bank,8500151
Suffern National Bank and Trust Company,8500126,Former Bank/Trust Company,19700201,Name Change To,Empire National Bank,8500151
Suffern National Bank and Trust Company,8500126,Former Bank/Trust Company,19560501,Acquire By Merger,Ramapo Trust Company,8000220
Suffern National Bank and Trust Company,8500126,Former Bank/Trust Company,19560501,Name Change To,Rockland National Bank,
Suffern National Bank and Trust Company,8500126,Former Bank/Trust Company,19010000,Established,Suffern National Bank & Trust Company,
Suffern Savings and Loan Association,8200273,Former Savings and Loan,19600201,Convert Federal,First Federal Savings & Loan Assoc of Suffern,
Suffern Savings and Loan Association,8200273,Former Savings and Loan,19441218,Acquire By Merger,Ramapo Valley Savings & Loan Association,8200345
Suffern Savings and Loan Association,8200273,Former Savings and Loan,18870201,NYS Chartered,Suffern Savings and Loan Association,
Suffolk County Federal Savings & Loan Assoc,8200309,Former Savings and Loan,19341122,Convert Federal,Suffolk County Federal Savings & Loan Assoc,
Suffolk County Federal Savings & Loan Assoc,8200309,Former Savings and Loan,19230716,NYS Chartered,Suffolk County Savings & Loan Association,
Suffolk County Savings & Loan Association,8200309,Former Savings and Loan,19341122,Convert Federal,Suffolk County Federal Savings & Loan Assoc,
Suffolk County Savings & Loan Association,8200309,Former Savings and Loan,19230716,NYS Chartered,Suffolk County Savings & Loan Association,
"Suffolk County Trust Company, The",8000197,Former Bank/Trust Company,20010717,Merge To Federal,Citibank N. A.,4400000
"Suffolk County Trust Company, The",8000197,Former Bank/Trust Company,19841231,Name Change To,European American Bank,
"Suffolk County Trust Company, The",8000197,Former Bank/Trust Company,19741008,Merge To State,European-American Bank & Trust Company,105007
"Suffolk County Trust Company, The",8000197,Former Bank/Trust Company,19621001,Name Change To,Franklin National Bank,
"Suffolk County Trust Company, The",8000197,Former Bank/Trust Company,19571001,Name Change To,Franklin National Bank of Long Island,
"Suffolk County Trust Company, The",8000197,Former Bank/Trust Company,19571001,Merge To Federal,Franklin National Bank of Franklin Square,5800002
"Suffolk County Trust Company, The",8000197,Former Bank/Trust Company,19561201,Merge To State,State Bank of Suffolk,8000062
"Suffolk County Trust Company, The",8000197,Former Bank/Trust Company,19100000,Established,"Suffolk County Trust Company, The",
Suffolk Trust Company,5100017,Limited Purpose Trust Company,20141031,Merge Other State,Beacon Trust Company,J000004
Suffolk Trust Company,5100017,Limited Purpose Trust Company,20140806,NYS Chartered,Suffolk Trust Company,
Sullivan County Credit Union,8300215,Former Credit Union,19680509,Liquidated,,
Sullivan County Credit Union,8300215,Former Credit Union,19250420,NYS Chartered,Sullivan County Credit Union,
Sullivan County Federal Savings & Loan Assoc,8200107,Former Savings and Loan,19670524,Convert Federal,Sullivan County Federal Savings & Loan Assoc,
Sullivan County Federal Savings & Loan Assoc,8200107,Former Savings and Loan,19210603,NYS Chartered,Sullivan County Savings & Loan,
Sullivan County National Bank of Liberty,8500099,Former Bank/Trust Company,19971113,Merge To Federal,Fleet Bank N.A.,5801998
Sullivan County National Bank of Liberty,8500099,Former Bank/Trust Company,19940701,Name Change To,Fleet Bank,
Sullivan County National Bank of Liberty,8500099,Former Bank/Trust Company,19920608,Name Change To,Fleet Bank of New York,
Sullivan County National Bank of Liberty,8500099,Former Bank/Trust Company,19880624,Merge To State,Norstar Bank of Callicoon,114025
Sullivan County National Bank of Liberty,8500099,Former Bank/Trust Company,19880624,Name Change To,Norstar Bank of Upstate NY,
Sullivan County National Bank of Liberty,8500099,Former Bank/Trust Company,19871001,Merge To State,Norstar Bank of Upstate NY (8/84-6/88),8000267
Sullivan County National Bank of Liberty,8500099,Former Bank/Trust Company,19830701,Merge To Federal,Highland National Bank of Newberg,8500150
Sullivan County National Bank of Liberty,8500099,Former Bank/Trust Company,19830701,Name Change To,"Norstar Bank of the Hudson Valley, N.A.",
Sullivan County National Bank of Liberty,8500099,Former Bank/Trust Company,19620201,Acquire By Merger,"Livingston Manor Bank, The",8000144
Sullivan County National Bank of Liberty,8500099,Former Bank/Trust Company,18930000,Established,Sullivan County National Bank of Liberty,
Sullivan County Savings & Loan Association,8200107,Former Savings and Loan,19670524,Convert Federal,Sullivan County Federal Savings & Loan Assoc,
Sullivan County Savings & Loan Association,8200107,Former Savings and Loan,19210603,NYS Chartered,Sullivan County Savings & Loan,
"Sullivan County Trust Company, The",8000162,Former Bank/Trust Company,19891006,Name Change To,"Bank of New York, The",
"Sullivan County Trust Company, The",8000162,Former Bank/Trust Company,19891006,Merge To State,Irving Trust Company,102015
"Sullivan County Trust Company, The",8000162,Former Bank/Trust Company,19760101,Merge To State,"Bank of New York, The (9/1922-10/1989)",8000241
"Sullivan County Trust Company, The",8000162,Former Bank/Trust Company,19660101,Merge To State,"County Trust Company, The",8000239
"Sullivan County Trust Company, The",8000162,Former Bank/Trust Company,19630401,Acquire By Merger,National Bank & Trust Company of Port Jervis,8500110
"Sullivan County Trust Company, The",8000162,Former Bank/Trust Company,19630401,Name Change To,Intercounty Trust Company,
"Sullivan County Trust Company, The",8000162,Former Bank/Trust Company,19230000,Established,"Sullivan County Trust Company, The",
"Sumitomo Bank, Limited, The",519006,Foreign Branches,20030317,Merge To State,"Wakashio Bank, Ltd., The",570331
"Sumitomo Bank, Limited, The",519006,Foreign Branches,20030317,Name Change To,Sumitomo Mitsui Banking Corporation,
"Sumitomo Bank, Limited, The",519006,Foreign Branches,20010401,Acquire By Merger,"Sakura Bank, Limited, The",513010
"Sumitomo Bank, Limited, The",519006,Foreign Branches,20010401,Name Change To,Sumitomo Mitsui Banking Corporation,
"Sumitomo Bank, Limited, The",519006,Foreign Branches,19521231,Name Change To,"Sumitomo Bank, Limited, The",
"Sumitomo Bank, Limited, The",519006,Foreign Branches,19520917,Licensed,"Bank of Osaka, Ltd., The (1952)",
